portal	module	page	action	crud	source	identifier
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	编辑	U	菜单权限	merchantStoreProductGroupUpdate
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	删除	D	菜单权限	merchantStoreProductGroupDelete
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	修改状态	U	菜单权限	merchantStoreProductGroupStatus
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	排序	U	菜单权限	merchantStoreProductGroupSort
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	预览	R	菜单权限	merchantStoreProductGroupPreview
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	设置标签	U	菜单权限	merchantStoreProductGroupLabels
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	拼团配置	U	菜单权限	merchantConfigGroupBuying
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 拼团 / 拼团商品列表	拼团商品列表	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 拼团 / 拼团活动列表	拼团活动列表	活动列表 	R	菜单权限	merchantStoreProductGroupBuyingLst
商户后台	营销 / 拼团 / 拼团活动列表	拼团活动列表	活动详情	R	菜单权限	merchantStoreProductGroupBuyingDetail
商户后台	营销 / 拼团 / 拼团活动列表	拼团活动列表	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 拼团 / 拼团活动列表	拼团活动列表	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 直播	直播	退保证金检测	C	路由	merchantFinancialRefundMargin
商户后台	营销 / 直播	直播	退保证金申请	C	路由	merchantFinancialRefundMarginApply
商户后台	营销 / 直播	直播	收款方式表单	R	路由	merchantFinancialAccountForm
商户后台	营销 / 直播	直播	到店自提信息	R	路由	merchantTakeInfo
商户后台	营销 / 直播	直播	保存到店自提信息	C	路由	merchantTakeUpdate
商户后台	营销 / 直播 / 直播助手	直播助手	列表	R	菜单权限	merchantBroadcastAssistantLst
商户后台	营销 / 直播 / 直播助手	直播助手	添加	C	菜单权限	merchantBroadcastAssistantCreate
商户后台	营销 / 直播 / 直播助手	直播助手	编辑	U	菜单权限	merchantBroadcastAssistantUpdate
商户后台	营销 / 直播 / 直播助手	直播助手	备注	U	菜单权限	merchantBroadcastAssistantMark
商户后台	营销 / 直播 / 直播助手	直播助手	删除	D	菜单权限	merchantBroadcastAssistantDelete
商户后台	营销 / 直播 / 直播助手	直播助手	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 直播 / 直播助手	直播助手	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 直播 / 直播商品管理	直播商品管理	(页面入口)	R	待补	
商户后台	营销 / 直播 / 直播间管理	直播间管理	列表 	R	菜单权限	merchantBroadcastRoomLst
商户后台	营销 / 直播 / 直播间管理	直播间管理	详情	R	菜单权限	merchantBroadcastRoomDetail
商户后台	营销 / 直播 / 直播间管理	直播间管理	添加	C	菜单权限	merchantBroadcastRoomCreate
商户后台	营销 / 直播 / 直播间管理	直播间管理	编辑	U	菜单权限	merchantBroadcastRoomUpdate
商户后台	营销 / 直播 / 直播间管理	直播间管理	修改状态	U	菜单权限	merchantBroadcastRoomChangeStatus
商户后台	营销 / 直播 / 直播间管理	直播间管理	导入商品	CR	菜单权限	merchantBroadcastRoomExportGoods
商户后台	营销 / 直播 / 直播间管理	直播间管理	删除商品	RD	菜单权限	merchantBroadcastRoomRmExportGoods
商户后台	营销 / 直播 / 直播间管理	直播间管理	备注	U	菜单权限	merchantBroadcastRoomMark
商户后台	营销 / 直播 / 直播间管理	直播间管理	商品详情	R	菜单权限	merchantBroadcastRoomGoods
商户后台	营销 / 直播 / 直播间管理	直播间管理	关闭客服	O	菜单权限	merchantBroadcastRoomCloseKf
商户后台	营销 / 直播 / 直播间管理	直播间管理	禁言	O	菜单权限	merchantBroadcastRoomCloseComment
商户后台	营销 / 直播 / 直播间管理	直播间管理	收录	O	菜单权限	merchantBroadcastRoomCloseFeeds
商户后台	营销 / 直播 / 直播间管理	直播间管理	商品上下架	U	菜单权限	merchantBroadcastOnSale
商户后台	营销 / 直播 / 直播间管理	直播间管理	删除	D	菜单权限	merchantBroadcastRoomDelete
商户后台	营销 / 直播 / 直播间管理	直播间管理	添加 客服	C	菜单权限	merchantBroadcastAddAssistant
商户后台	营销 / 直播 / 直播间管理	直播间管理	消息推送	O	菜单权限	merchantBroadcastPushMessage
商户后台	营销 / 直播 / 直播间管理	直播间管理	列表	R	菜单权限	merchantBroadcastGoodsLst
商户后台	营销 / 直播 / 直播间管理	直播间管理	详情	R	菜单权限	merchantBroadcastGoodsDetail
商户后台	营销 / 直播 / 直播间管理	直播间管理	添加	C	菜单权限	merchantBroadcastGoodsCreate
商户后台	营销 / 直播 / 直播间管理	直播间管理	编辑	U	菜单权限	merchantBroadcastGoodsUpdate
商户后台	营销 / 直播 / 直播间管理	直播间管理	修改状态	U	菜单权限	merchantBroadcastGoodsChangeStatus
商户后台	营销 / 直播 / 直播间管理	直播间管理	备注	U	菜单权限	merchantBroadcastGoodsMark
商户后台	营销 / 直播 / 直播间管理	直播间管理	删除	D	菜单权限	merchantBroadcastGoodsDelete
商户后台	营销 / 直播 / 直播间管理	直播间管理	批量添加	C	菜单权限	merchantBroadcastGoodsbatchCreate
商户后台	营销 / 直播 / 直播间管理	直播间管理	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 直播 / 直播间管理	直播间管理	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 秒杀	秒杀	(页面入口)	R	待补	
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	统计	R	菜单权限	merchantStoreSeckillProductLstFilter
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	列表	R	菜单权限	merchantStoreSeckillProductLst
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	添加 	C	菜单权限	merchantStoreSeckillProductCreate
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	详情	R	菜单权限	merchantStoreSeckillProductDetail
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	编辑	U	菜单权限	merchantStoreSeckillProductUpdate
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	删除	D	菜单权限	merchantStoreSeckillProductDelete
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	彻底删除	D	菜单权限	merchantStoreSeckillProductDestory
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	恢复	O	菜单权限	merchantStoreSeckillProductRestore
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	修改状态	U	菜单权限	merchantStoreSeckillProductSwitchStatus
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	排序	U	菜单权限	merchantStoreSeckillProductUpdateSort
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	预览	R	菜单权限	merchantStoreSeckillProductPreview
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	设置标签	U	菜单权限	merchantStoreSeckillProductLabels
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	分页列表	R	菜单权限	merchantStoreSeckillProductPageLst
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	商品列表	R	菜单权限	merchantStoreSeckillProductGetProductList
商户后台	营销 / 秒杀 / 秒杀商品	秒杀商品	设置标签	U	菜单权限	merchantStoreSeckillProductSetLabels
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	列表	R	菜单权限	merchantStoreSeckillActiveGetActiveList
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	详情	R	菜单权限	merchantStoreSeckillActiveGetActiveInfo
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	列表	R	菜单权限	merchantStoreSeckillActiveGetActiveAll
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	活动统计数据面板	R	菜单权限	merchantStoreSeckillActiveChartPanel
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	活动参与人统计列表	R	菜单权限	merchantStoreSeckillActiveChartPeople
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	活动订单统计列表	R	菜单权限	merchantStoreSeckillActiveChartOrder
商户后台	营销 / 秒杀 / 秒杀活动	秒杀活动	活动商品统计列表	R	菜单权限	merchantStoreSeckillActiveChartProduct
商户后台	营销 / 积分	积分	列表	R	路由	merchantIntegralList
商户后台	营销 / 积分	积分	统计	R	路由	merchantIntegralTitle
商户后台	营销 / 积分 / 积分日志	积分日志	列表	R	菜单权限	merchantIntegralList
商户后台	营销 / 积分 / 积分日志	积分日志	统计	R	菜单权限	merchantIntegralTitle
商户后台	营销 / 积分 / 积分日志	积分日志	配置获取	RU	菜单权限	merchantConfigForm
商户后台	营销 / 积分 / 积分日志	积分日志	配置保存	CU	菜单权限	merchantConfigSave
商户后台	营销 / 积分 / 积分配置	积分配置	(页面入口)	R	待补	
商户后台	营销 / 逛逛社区	逛逛社区	分类列表	R	菜单权限	merchantCommunityCateLst
商户后台	营销 / 逛逛社区	逛逛社区	列表	R	菜单权限	merchantCommunityLst
商户后台	营销 / 逛逛社区	逛逛社区	添加	C	菜单权限	merchantCommunityCreate
商户后台	营销 / 逛逛社区	逛逛社区	详情	R	菜单权限	merchantCommunityDetail
商户后台	营销 / 逛逛社区	逛逛社区	编辑	U	菜单权限	merchantCommunityUpdate
商户后台	营销 / 逛逛社区	逛逛社区	删除	D	菜单权限	merchantCommunityDelete
商户后台	营销 / 逛逛社区	逛逛社区	评论	O	菜单权限	merchantCommunityReply
商户后台	营销 / 预售	预售	列表	R	菜单权限	merchantStoreProductPresellLst
商户后台	营销 / 预售	预售	添加	C	菜单权限	merchantStoreProductPresellCreate
商户后台	营销 / 预售	预售	详情	R	菜单权限	merchantStoreProductPresellDetail
商户后台	营销 / 预售	预售	编辑	U	菜单权限	merchantStoreProductPresellUpdate
商户后台	营销 / 预售	预售	删除	D	菜单权限	merchantStoreProductPresellDelete
商户后台	营销 / 预售	预售	修改状态	U	菜单权限	merchantStoreProductPresellStatus
商户后台	营销 / 预售	预售	排序	U	菜单权限	merchantStoreProductPresellUpdateSort
商户后台	营销 / 预售	预售	预览	R	菜单权限	merchantStoreProductPresellPreview
商户后台	营销 / 预售	预售	设置标签	U	菜单权限	merchantStoreProductPreselltLabels
商户后台	营销 / 预售	预售	上传图片	C	菜单权限	merchantUploadImage
商户后台	营销 / 预售	预售	图片列表	R	菜单权限	merchantAttachmentLst
商户后台	装修	装修	列表	R	路由	merchantDiyPageLinkLst
商户后台	装修	装修	列表 	R	路由	merchantDiyLst
商户后台	装修	装修	默认模板列表 	R	路由	merchantDefaultDiyLst
商户后台	装修	装修	详情 	R	路由	merchantDiyDetail
商户后台	装修	装修	添加/编辑	CU	路由	merchantDiyCreate
商户后台	装修	装修	使用模板	C	路由	merchantDiyStatus
商户后台	装修	装修	使用模板	C	路由	merchantDiySetDefault
商户后台	装修	装修	重置模板	R	路由	merchantDiyRecovery
商户后台	装修	装修	当前使用模板	R	路由	merchantDiyInfo
商户后台	装修	装修	删除	D	路由	merchantDiyDelete
商户后台	装修	装修	店铺街装修	R	路由	merchantDiyProductLst
商户后台	装修	装修	复制	C	路由	merchantDiyCopy
商户后台	装修 / 商品分类	商品分类	商品分类信息	R	菜单权限	merchantDiyProductCategoryInfo
商户后台	装修 / 商品分类	商品分类	保存商品分类	C	菜单权限	merchantDiyProductCategorySave
商户后台	装修 / 系统表单	系统表单	添加	C	菜单权限	merFormCreate
商户后台	装修 / 系统表单	系统表单	编辑	U	菜单权限	merFormUpdate
商户后台	装修 / 系统表单	系统表单	删除	D	菜单权限	merFormDelete
商户后台	装修 / 系统表单	系统表单	详情	R	菜单权限	merFormDetail
商户后台	装修 / 系统表单	系统表单	列表	R	菜单权限	merFormLst
商户后台	装修 / 素材管理	素材管理	列表	R	菜单权限	merchantAttachmentLst
商户后台	装修 / 素材管理	素材管理	删除	D	菜单权限	merchantAttachmentDelete
商户后台	装修 / 素材管理	素材管理	批量修改	U	菜单权限	merchantAttachmentBatchChangeCategory
商户后台	装修 / 素材管理	素材管理	编辑	U	菜单权限	merchantAttachmentUpdate
商户后台	装修 / 素材管理	素材管理	分类列表	R	菜单权限	merchantAttachmentCategoryGetFormatList
商户后台	装修 / 素材管理	素材管理	添加	C	菜单权限	merchantAttachmentCategoryCreate
商户后台	装修 / 素材管理	素材管理	编辑	U	菜单权限	merchantAttachmentCategoryUpdate
商户后台	装修 / 素材管理	素材管理	删除	D	菜单权限	merchantAttachmentCategoryDelete
商户后台	装修 / 素材管理	素材管理	上传二维码	C	菜单权限	merchantAttachmentScanQrcode
商户后台	装修 / 素材管理	素材管理	扫码上传图片	C	菜单权限	merchantAttachmentScanImage
商户后台	装修 / 素材管理	素材管理	扫码上传保存	C	菜单权限	merchantAttachmentScanImageSave
商户后台	装修 / 素材管理	素材管理	在线图片	O	菜单权限	merchantAttachmentOnline
商户后台	装修 / 装修	装修	列表 	R	菜单权限	merchantDiyLst
商户后台	装修 / 装修	装修	添加/编辑	CU	菜单权限	merchantDiyCreate
商户后台	装修 / 装修	装修	使用模板	U	菜单权限	merchantDiyStatus
商户后台	装修 / 装修	装修	设置模版默认数据	U	菜单权限	merchantDiySetDefault
商户后台	装修 / 装修	装修	重置模板	O	菜单权限	merchantDiyRecovery
商户后台	装修 / 装修	装修	当前使用模板	R	菜单权限	merchantDiyInfo
商户后台	装修 / 装修	装修	删除	D	菜单权限	merchantDiyDelete
商户后台	装修 / 装修	装修	店铺街装修	R	菜单权限	merchantDiyProductLst
商户后台	装修 / 装修	装修	复制	C	菜单权限	merchantDiyCopy
商户后台	装修 / 装修	装修	上传图片	C	菜单权限	uploadImage
