file	name	alias	path	auth
admin/delivery.php	systemStoreDeliveryOptions	门店筛选		false
admin/delivery.php	systemDeliveryStationGetRecharge	充值		false
admin/delivery.php	systemDeliveryOrderLst	配送记录	/delivery/usage_record	
admin/delivery.php	systemDeliveryOrderDetail	配送详情	/delivery/usage_record	
admin/delivery.php	systemDeliveryStationPaayyLst	充值记录	/delivery/recharge_record	
admin/delivery.php	systemDeliveryOrderTitle	统计	/delivery/recharge_record	
admin/delivery.php	systemDeliveryStationGetBalance	余额	/delivery/recharge_record	
admin/delivery.php	systemExpressLst	列表		
admin/delivery.php	systemExpressSwitchStatus	修改状态		
admin/delivery.php	systemExpressUpdateForm	编辑表单		false
admin/delivery.php	systemExpressUpdate	编辑		
admin/delivery.php	systemExpressDelete	删除		
admin/delivery.php	systemExpressSync	同步		
admin/delivery.php	systemCityAreaLst	列表		
admin/delivery.php	systemCityAreaCreateForm	编辑表单		false
admin/delivery.php	systemCityAreaCreate	编辑		
admin/delivery.php	systemCityAreaUpdateForm	编辑表单		false
admin/delivery.php	systemCityAreaUpdate	编辑		
admin/delivery.php	systemCityAreaDelete	删除		
admin/diy.php	systemGetChangeColor	一键换色	/setting/theme_style	false
admin/diy.php	systemSetChangeColor	一键换色保存	/setting/theme_style	true
admin/diy.php	systemDiyPageCategroyLst	列表 		
admin/diy.php	systemDiyPageCategroyCreateForm	添加表单		false
admin/diy.php	systemDiyPageCategroyCreate	添加		
admin/diy.php	systemDiyPageCategroyUpdateForm	编辑表单		false
admin/diy.php	systemDiyPageCategroyUpdate	编辑		
admin/diy.php	systemDiyPageCategroyStatus	编辑状态		
admin/diy.php	systemDiyPageCategroyDelete	删除		
admin/diy.php	systemDiyPageMerCategroyLst	列表 		
admin/diy.php	systemDiyPageMerCategroyCreateForm	添加表单		false
admin/diy.php	systemDiyPageMerCategroyCreate	添加		
admin/diy.php	systemDiyPageMerCategroyUpdateForm	编辑表单		false
admin/diy.php	systemDiyPageMerCategroyUpdate	编辑		
admin/diy.php	systemDiyPageMerCategroyStatus	编辑状态		
admin/diy.php	systemDiyPageMerCategroyDelete	删除		
admin/diy.php	systemDiyPageLinkLst	列表		
admin/diy.php	systemDiyPageLinkCreateForm	添加表单		false
admin/diy.php	systemDiyPageLinkCreate	添加		
admin/diy.php	systemDiyPageLinkUpdateForm	编辑表单		false
admin/diy.php	systemDiyPageLinkUpdate	编辑		
admin/diy.php	systemDiyPageLinkDelete	删除		
admin/diy.php	systemDiyPageLinkStatus	修改状态		
admin/diy.php	systemDiyPageLinkMerLst	列表		
admin/diy.php	systemDiyPageLinkMerCreateForm	添加表单		false
admin/diy.php	systemDiyPageLinkMerCreate	添加		
admin/diy.php	systemDiyPageLinkMerUpdateForm	编辑表单		false
admin/diy.php	systemDiyPageLinkMerUpdate	编辑		
admin/diy.php	systemDiyPageLinkMerDelete	删除		
admin/diy.php	systemDiyPageLinkMerStatus	修改状态		
admin/diy.php	systemDiyGetProductDetail	商品详情 		
admin/diy.php	systemDiySaveProductDetail	商品详情保存 		
admin/diy.php	systemDiyLst	列表 		
admin/diy.php	systemDiyDetail	详情 		
admin/diy.php	systemDiyCreate	添加/编辑		
admin/diy.php	systemDiyStatus	使用模板		
admin/diy.php	systemDiySetDefault	设置默认		
admin/diy.php	systemDiyRecovery	重置		
admin/diy.php	systemDiyDelete	删除		
admin/diy.php	systemDiyProductLst	商品列表		
admin/diy.php	systemDiyCopy	复制		
admin/diy.php	systemVisualUserInfo	个人中心装修		
admin/diy.php	systemVisualUserInfoSave	个人中心装修		false
admin/diy.php	systemVisualStoreStreet	店铺街装修		
admin/diy.php	systemVisualStoreStreetSave	店铺街装修		false
admin/diy.php	systemVisualStoreGetThemeKey	可视化列表		
admin/diy.php	systemVisualStoreGetTheme	可视化详情		
admin/diy.php	systemVisualSetTheme	可视化保存		
admin/diy.php	systemDiyMicroLst	列表 		
admin/diy.php	systemDiyMicroDetail	详情 		
admin/diy.php	systemDiyMicroCreate	添加/编辑		
admin/diy.php	systemDiyMicroRecovery	重置		
admin/diy.php	systemDiyMicroDelete	删除		
admin/diy.php	systemMerDiyLst	列表 		
admin/diy.php	systemMerDiyDetail	详情 		
admin/diy.php	systemMerDiyCreate	添加/编辑		
admin/diy.php	systemMerDiySetDefault	设置默认		
admin/diy.php	systemMerDiyRecovery	重置		
admin/diy.php	systemMerDiyDelete	删除		
admin/diy.php	systemMerDiyCopy	复制		
admin/diy.php	systemMerDiyGetScope	保存适用范围		
admin/diy.php	systemMerDiySetScope	保存适用范围		
admin/diy.php	systemDiyFabInfo	悬浮按钮信息		
admin/diy.php	systemDiyFabSave	保存悬浮按钮		
admin/diy.php	systemDiyProductCategoryInfo	商品分类信息		
admin/diy.php	systemDiyProductCategorySave	保存商品分类		
admin/form.php	systemFormCreate	添加		true
admin/form.php	systemFormUpdate	编辑		true
admin/form.php	systemFormStatusSwitch	编辑状态		true
admin/form.php	systemFormDelete	删除		true
admin/form.php	systemFormDetail	详情		true
admin/form.php	systemFormLst	列表		true
admin/form.php	systemFormExcel	导出		true
admin/form.php	systemFormUserLst	表单提交记录		true
admin/group.php	groupLst	组合数据配置列表		
admin/group.php	groupCreate	组合数据配置添加		
admin/group.php	groupUpdate	组合数据配置编辑		
admin/group.php	groupCreateForm	组合数据配置添加表单		false
admin/group.php	groupUpdateForm	组合数据配置编辑表单		false
admin/group.php	groupDetail	详情		
admin/group.php	groupDataLst	列表		
admin/group.php	groupDataCreateForm	添加表单		false
admin/group.php	groupDataCreate	添加		
admin/group.php	groupDataUpdateForm	编辑表单		false
admin/group.php	groupDataUpdate	编辑		
admin/group.php	groupDataDelete	删除		
admin/group.php	groupDataChangeStatus	修改状态		
admin/marketing.php	systemUserIntegralConfig	积分配置获取		false
admin/marketing.php	systemUserIntegralConfigSave	积分配置保存		
admin/marketing.php	systemUserIntegralTitle	积分统计		
admin/marketing.php	systemUserIntegralLst	积分日志		
admin/marketing.php	systemUserIntegralExcel	积分导出		
admin/marketing.php	systemStoreProductPresellLst	列表		
admin/marketing.php	systemStoreProductPresellShow	显示/隐藏		
admin/marketing.php	systemStoreProductPresellDetail	详情		
admin/marketing.php	systemStoreProductPresellGet	编辑数据		
admin/marketing.php	systemStoreProductPresellUpdate	编辑		
admin/marketing.php	systemStoreProductPresellSwitchStatus	审核		
admin/marketing.php	systemStoreProductPresellLabels	设置标签		
admin/marketing.php	systemStoreProductAssistLst	列表		
admin/marketing.php	systemStoreProductAssistShow	显示/隐藏		
admin/marketing.php	systemStoreProductAssistDetail	详情		
admin/marketing.php	systemStoreProductAssistProductUpdate	编辑		
admin/marketing.php	systemStoreProductAssistStatus	审核		
admin/marketing.php	systemStoreProductAssistGet	编辑数据		
admin/marketing.php	systemStoreProductAssistLabels	设置标签		
admin/marketing.php	systemStoreProductAssistSetLst	列表		
admin/marketing.php	systemStoreProductAssistSetDetail	详情		
admin/marketing.php	systemStoreProductGroupLst	列表		
admin/marketing.php	systemStoreProductGroupShow	显示/隐藏		
admin/marketing.php	systemStoreProductGroupDetail	详情		
admin/marketing.php	systemStoreProductGroupProductUpdate	编辑		
admin/marketing.php	systemStoreProductGroupStatus	审核		
admin/marketing.php	systemStoreProductGroupGet	编辑数据		
admin/marketing.php	systemStoreProductGroupSort	排序		
admin/marketing.php	systemStoreProductGroupLabels	设置标签		
admin/marketing.php	systemStoreProductGroupBuyingLst	列表		
admin/marketing.php	systemStoreProductGroupBuyingDetail	详情		
admin/marketing.php	configOthersGroupBuyingDetail	配置信息		false
admin/marketing.php	configOthersGroupBuyingUpdate	配置保存		
admin/marketing.php	systemBroadcastRoomLst	列表		
admin/marketing.php	systemBroadcastRoomDetail	详情		
admin/marketing.php	systemBroadcastRoomApplyForm	申请审核表单		false
admin/marketing.php	systemBroadcastRoomApply	申请		
admin/marketing.php	systemBroadcastRoomChangeStatus	修改状态		
admin/marketing.php	systemBroadcastRoomSort	排序		
admin/marketing.php	systemBroadcastRoomChangeLiveStatus	修改状态		
admin/marketing.php	systemBroadcastRoomDelete	删除		
admin/marketing.php	systemBroadcastRoomGoods	商品列表		
admin/marketing.php	systemBroadcastRoomCloseKf	客服开关		
admin/marketing.php	systemBroadcastRoomCloseComment	禁言开关		
admin/marketing.php	systemBroadcastRoomClosesFeeds	收录开关		
admin/marketing.php	systemBroadcastGoodsLst	列表		
admin/marketing.php	systemBroadcastGoodsDetail	详情		
admin/marketing.php	systemBroadcastGoodsApplyForm	审核表单		false
admin/marketing.php	systemBroadcastGoodsApply	审核		
admin/marketing.php	systemBroadcastGoodsChangeStatus	修改状态		
admin/marketing.php	systemBroadcastGoodsDelete	删除		
admin/marketing.php	systemSeckillConfigLst	列表		
admin/marketing.php	systemSeckillConfigCreateForm	添加表单		false
admin/marketing.php	systemSeckillConfigCreate	添加		
admin/marketing.php	systemSeckillConfigUpdateForm	编辑表单		false
admin/marketing.php	systemSeckillConfigUpdate	编辑		
admin/marketing.php	systemSeckillConfigStatus	排序		
admin/marketing.php	systemSeckillConfigDelete	删除		
admin/marketing.php	systemSeckillActiveGetActiveList	列表		
admin/marketing.php	systemSeckillActiveGetActiveInfo	详情		
admin/marketing.php	systemSeckillActiveGetActiveAll	列表		false
admin/marketing.php	systemSeckillActiveCreateActive	创建		
admin/marketing.php	systemSeckillActiveUpdateActive	编辑		
admin/marketing.php	systemSeckillActiveUpdateActiveStatus	编辑状态		
admin/marketing.php	systemSeckillActiveDeleteActive	删除		
admin/marketing.php	systemSeckillActiveChartPanel	活动统计数据面板		
admin/marketing.php	systemSeckillActiveChartPeople	活动参与人统计列表		
admin/marketing.php	systemSeckillActiveChartOrder	活动订单统计列表		
admin/marketing.php	systemSeckillActiveChartProduct	活动商品统计列表		
admin/marketing.php	systemStoreSeckillProductLstFilter	统计		
admin/marketing.php	systemStoreSeckillProductPageLst	列表		
admin/marketing.php	systemStoreSeckillProductLst	列表		
admin/marketing.php	systemStoreSeckillProductDetail	详情		
admin/marketing.php	systemStoreSeckillProductUpdate	编辑		
admin/marketing.php	systemStoreSeckillProductSwitchStatus	审核		
admin/marketing.php	systemStoreSeckillProductSwitchStatusForm	审核表单		false
admin/marketing.php	systemStoreSeckillProductChangeUsed	显示/隐藏		
admin/marketing.php	systemStoreSeckillProductLabels	设置标签		
admin/marketing.php	systemStoreSeckillProductDelete	加入回收站		
admin/marketing.php	systemStoreSeckillProductDestory	删除		
admin/marketing.php	downProductStatusForm	强制下架表单		false
admin/marketing.php	systemActivityAtmosphereCreate	添加		
admin/marketing.php	systemActivityAtmosphereLst	列表		
admin/marketing.php	systemActivityAtmosphereUpdate	编辑		
admin/marketing.php	systemActivityAtmosphereDetail	详情		
admin/marketing.php	systemActivityAtmosphereDelete	删除		
admin/marketing.php	systemActivityAtmosphereStatus	修改状态		
admin/marketing.php	systemActivityBorderCreate	添加		
admin/marketing.php	systemActivityBorderLst	列表		
admin/marketing.php	systemActivityBorderUpdate	编辑		
admin/marketing.php	systemActivityBorderDetail	详情		
admin/marketing.php	systemActivityBorderDelete	删除		
admin/marketing.php	systemActivityBorderStatus	修改状态		
admin/marketing.php	systemActivityFormCreate	添加		
admin/marketing.php	systemActivityFormLst	列表		
admin/marketing.php	systemActivityFormUpdate	编辑		
admin/marketing.php	systemActivityFormDetail	详情		
admin/marketing.php	systemActivityFormDelete	删除		
admin/marketing.php	systemActivityFormStatus	修改状态		
admin/marketing.php	systemFormActivUserLst	活动记录		true
admin/marketing.php	systemFormActivUserExcel	活动记录导出		true
admin/marketing.php	systemActivityCateFormCreate	添加表单		
admin/marketing.php	systemActivityCateCreate	添加		
admin/marketing.php	systemActivityCateLst	列表		
admin/marketing.php	systemActivityCateFormUpdate	编辑表单		
admin/marketing.php	systemActivityCateUpdate	编辑		
admin/marketing.php	systemActivityCateDelete	删除		
admin/marketing.php	systemActivityCateSelect			false
admin/marketing.php	systemActivityLabelCreate	添加		
admin/marketing.php	systemActivityLabelLst	列表		
admin/marketing.php	systemActivityLabelUpdate	编辑		
admin/marketing.php	systemActivityLabelDelete	删除		
admin/marketing.php	systemActivityLabelDetail	详情		
admin/marketing.php	systemActivityLabelUpdate	编辑		
admin/marketing.php	systemActivityLabelOptions	下拉列表		
admin/member.php	systemUserSvipLst	列表		
admin/member.php	systemUserSvipCreate	添加		
admin/member.php	systemUserSvipUpdateForm	编辑表单		
admin/member.php	systemUserSvipTypeUpdate	编辑		
admin/member.php	systemUserSvipDelete	删除		
admin/member.php	systemUserSvipStatus	修改状态		
admin/member.php	systemUserSvipPayLst	列表	/user/member/record	
admin/member.php	systemUserSvipCountInfo	统计	/user/member/record	
admin/member.php	systemUserSvipInterestsLst	列表		
admin/member.php	systemUserSvipInterestsUpdateForm	编辑		false
admin/member.php	systemUserSvipInterestsUpdate	编辑		
admin/member.php	systemUserSvipInterestsStatus	编辑状态		
admin/member.php	systemUserMemberLst	普通会员等级列表		
admin/member.php	systemUserMemberCreateForm	普通会员等级添加表单		false
admin/member.php	systemUserMemberCreate	普通会员等级添加		
admin/member.php	systemUserMemberUpdateForm	普通会员等级编辑表单		false
admin/member.php	systemUserMemberUpdate	普通会员等级编辑		
admin/member.php	systemUserMemberDelete	普通会员等级删除		
admin/member.php	systemUserMemberInterestsLst	会员权益		
admin/member.php	systemUserMemberInterestsCreateForm	会员权益添加表单		false
admin/member.php	systemUserMemberInterestsCreate	会员权益添加		
admin/member.php	systemUserMemberInterestsUpdateForm	会员权益编辑表单		false
admin/member.php	systemUserMemberInterestsUpdate	会员权益编辑		
admin/member.php	systemUserMemberInterestsDelete	会员权益删除		
admin/menu.php	systemMenuGetLst	平台菜单/权限列表		
admin/menu.php	systemMenuCreateForm	平台菜单/权限添加表单		false
admin/menu.php	systemMenuUpdateForm	平台菜单/权限编辑表单		false
admin/menu.php	systemMenuCreate	平台菜单/权限添加		
admin/menu.php	systemMenuUpdate	平台菜单/权限编辑		
admin/menu.php	systemMenuDelete	平台菜单/权限删除		
admin/merchant.php	systemStoreGroupLst	列表		
admin/merchant.php	systemStoreGroupDetail	详情		
admin/merchant.php	systemStoreGroupCreate	添加		
admin/merchant.php	systemStoreGroupUpdate	编辑		
admin/merchant.php	systemStoreGroupDelete	删除		
admin/merchant.php	systemStoreGroupSwitchStatus	状态切换		
admin/merchant.php	systemStoreGroupSetTemplate	设置店铺分组模板		
admin/merchant.php	systemStoreGroupStores	关联店铺列表		
admin/merchant.php	systemMerchantCategoryLst	店铺分类列表		
admin/merchant.php	systemMerchantCategoryCreate	店铺分类添加		
admin/merchant.php	systemMerchantCategoryCreateForm	店铺分类添加表单		false
admin/merchant.php	systemMerchantCategoryDelete	店铺分类删除		
admin/merchant.php	systemMerchantCategoryUpdate	店铺分类编辑		
admin/merchant.php	systemMerchantCategoryUpdateForm	店铺分类编辑表单		false
admin/merchant.php	systemMerchantIntentionLst	列表		
admin/merchant.php	systemMerchantIntentionStatus	审核		
admin/merchant.php	systemMerchantIntentionDelete	删除		
admin/merchant.php	systemMerchantIntentionMarkForm	备注		false
admin/merchant.php	systemMerchantIntentionStatusForm	申请店铺		false
admin/merchant.php	systemMerchantIntentionMark	备注		
admin/merchant.php	systemMerchantCareFictiForm	虚拟关注量表单		false
admin/merchant.php	systemMerchantCareFicti	虚拟关注量		true
admin/merchant.php	systemMerchantCreateForm	店铺列表		
admin/merchant.php	systemMerchantCount	店铺列表统计		
admin/merchant.php	systemMerchantLst	店铺列表		
admin/merchant.php	systemMerchantCreate	店铺添加		
admin/merchant.php	systemMerchantUpdateForm	店铺编辑表单		false
admin/merchant.php	systemMerchantUpdate	店铺编辑		
admin/merchant.php	systemMerchantStatus	店铺修改推荐		
admin/merchant.php	systemMerchantClose	店铺开启/关闭		
admin/merchant.php	systemMerchantDeleteForm	店铺删除		false
admin/merchant.php	systemMerchantDelete	店铺删除		
admin/merchant.php	systemMerchantAdminPassword	店铺修改密码		
admin/merchant.php	systemMerchantAdminPasswordForm	店铺修改密码表单		false
admin/merchant.php	systemMerchantLogin	店铺登录		
admin/merchant.php	systemMerchantChangeCopyForm	修改采集商品次数表单		false
admin/merchant.php	systemMerchantChangeCopy	修改采集商品次数		
admin/merchant.php	systemMerchantDetail	详情		
admin/merchant.php	systemMerchantOperateList	操作日志		
admin/merchant.php	systemMerchantBusinessCreate	商户添加店铺		
admin/merchant.php	systemMerchantTypeLst	列表		
admin/merchant.php	systemMerchantTypeCreate	添加		
admin/merchant.php	systemMerchantTypeUpdate	编辑		
admin/merchant.php	systemMerchantTypeDelete	删除		
admin/merchant.php	systemMerchantTypeMarkForm	备注		false
admin/merchant.php	systemMerchantTypeMark	备注		
admin/merchant.php	systemMerchantTypeDetail	备注		
admin/merchant.php	systemMerchantMarginLst	缴纳记录		
admin/merchant.php	systemMarginList	扣费记录		
admin/merchant.php	systemMarginSetForm	扣除保证金表单		false
admin/merchant.php	systemMarginSet	扣除保证金		
admin/merchant.php	systemMarginRefundList	退款申请列表		
admin/merchant.php	systemMarginRefundShow	退款申请详情		
admin/merchant.php	systemMarginRefundSwitchStatusForm	审核表单		false
admin/merchant.php	systemMarginRefundMarkForm	备注表单		false
admin/merchant.php	systemMarginRefundMark	备注		
admin/merchant.php	systemMarginMakeUpMarginLst	待缴列表		
admin/merchant.php	systemMarginLocalForm	扣除保证金表单		false
admin/merchant.php	systemMarginLocalSet	扣除保证金表单		false
admin/notice.php	systemNoticeList	系统公告列表		
admin/notice.php	systemNoticeCreate	系统公告发布		
admin/notice.php	systemNoticeUpdate	系统公告编辑		
admin/notice.php	systemNoticeSwitchStatus	系统公告修改状态		
admin/notice.php	systemNoticeDetail	系统公告详情		
admin/notice.php	systemNoticeDelete	系统公告删除		
admin/notice.php	systemNoticeConfigLst	消息配置列表		
admin/notice.php	systemNoticeConfigCreateForm	消息配置添加表单		false
